"time","area","vote1","vote2","vote3","vote4","vote5","vote6","vote7","open"
"2014-11-29 21:31:31",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:31:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:32:32",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:32:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:34:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:35:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:36:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:36:36",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:37:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:38:38",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:39:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:39:39",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:40:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:40:40",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:41:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:41:41",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:42:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:42:42",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:43:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:43:43",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:44:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:44:44",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:45:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:45:45",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:46:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:46:46",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:47:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:47:47",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:48:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:48:48",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:49:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:49:53",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:50:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:50:54",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:51:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:51:55",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:52:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:52:56",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:53:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:54:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:54:58",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:55:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:56:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:57:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:58:01",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:58:34",4,636995,846956,0,0,0,0,0,1535
"2014-11-29 21:59:34",4,637531,847284,0,0,0,0,0,1536
"2014-11-29 22:00:02",4,637531,847284,0,0,0,0,0,1536
"2014-11-29 22:00:34",4,637531,847284,0,0,0,0,0,1536
"2014-11-29 22:01:02",4,637531,847284,0,0,0,0,0,1536
"2014-11-29 22:01:34",4,637531,847284,0,0,0,0,0,1536
"2014-11-29 22:02:03",4,637531,847284,0,0,0,0,0,1536
