"time","area","vote1","vote2","vote3","vote4","vote5","vote6","vote7","open"
"2014-11-29 18:01:33",6,2475,162712,66105,0,0,0,0,369
"2014-11-29 18:02:19",6,2828,186418,77378,0,0,0,0,415
"2014-11-29 18:02:29",6,2828,186418,77378,0,0,0,0,415
"2014-11-29 18:03:19",6,2828,186418,77378,0,0,0,0,415
"2014-11-29 18:03:29",6,2828,186418,77378,0,0,0,0,415
"2014-11-29 18:04:19",6,2828,186418,77378,0,0,0,0,415
"2014-11-29 18:04:29",6,2828,186418,77378,0,0,0,0,415
"2014-11-29 18:05:19",6,3163,209426,87521,0,0,0,0,460
"2014-11-29 18:05:29",6,3163,209426,87521,0,0,0,0,460
"2014-11-29 18:06:19",6,3163,209426,87521,0,0,0,0,460
"2014-11-29 18:06:29",6,3163,209426,87521,0,0,0,0,460
"2014-11-29 18:07:19",6,3163,209426,87521,0,0,0,0,460
"2014-11-29 18:07:29",6,3163,209426,87521,0,0,0,0,460
"2014-11-29 18:08:19",6,3545,233285,99245,0,0,0,0,510
"2014-11-29 18:08:29",6,3545,233285,99245,0,0,0,0,510
"2014-11-29 18:09:19",6,3545,233285,99245,0,0,0,0,510
"2014-11-29 18:09:29",6,3545,233285,99245,0,0,0,0,510
"2014-11-29 18:10:19",6,3545,233285,99245,0,0,0,0,510
"2014-11-29 18:10:29",6,3545,233285,99245,0,0,0,0,510
"2014-11-29 18:11:19",6,4062,267661,113846,0,0,0,0,577
"2014-11-29 18:11:29",6,4062,267661,113846,0,0,0,0,577
"2014-11-29 18:12:19",6,4062,267661,113846,0,0,0,0,577
"2014-11-29 18:12:29",6,4062,267661,113846,0,0,0,0,577
"2014-11-29 18:13:20",6,4062,267661,113846,0,0,0,0,577
"2014-11-29 18:13:29",6,4062,267661,113846,0,0,0,0,577
"2014-11-29 18:14:19",6,4492,297224,127125,0,0,0,0,631
"2014-11-29 18:14:29",6,4492,297224,127125,0,0,0,0,631
"2014-11-29 18:15:19",6,4492,297224,127125,0,0,0,0,631
"2014-11-29 18:15:29",6,4492,297224,127125,0,0,0,0,631
"2014-11-29 18:15:36",6,4492,297224,127125,0,0,0,0,631
"2014-11-29 18:16:19",6,4492,297224,127125,0,0,0,0,631
"2014-11-29 18:16:29",6,4492,297224,127125,0,0,0,0,631
"2014-11-29 18:16:57",6,4492,297224,127125,0,0,0,0,631
"2014-11-29 18:17:19",6,4873,325525,139212,0,0,0,0,682
"2014-11-29 18:17:29",6,4873,325525,139212,0,0,0,0,682
"2014-11-29 18:18:19",6,4873,325525,139212,0,0,0,0,682
"2014-11-29 18:18:29",6,4873,325525,139212,0,0,0,0,682
"2014-11-29 18:19:19",6,4873,325525,139212,0,0,0,0,682
"2014-11-29 18:19:29",6,4873,325525,139212,0,0,0,0,682
"2014-11-29 18:20:19",6,5247,351503,151626,0,0,0,0,731
"2014-11-29 18:20:29",6,5247,351503,151626,0,0,0,0,731
"2014-11-29 18:21:19",6,5247,351503,151626,0,0,0,0,731
"2014-11-29 18:21:29",6,5247,351503,151626,0,0,0,0,731
"2014-11-29 18:22:20",6,5247,351503,151626,0,0,0,0,731
"2014-11-29 18:22:29",6,5247,351503,151626,0,0,0,0,731
"2014-11-29 18:23:20",6,5706,379903,164894,0,0,0,0,782
"2014-11-29 18:23:29",6,5706,379903,164894,0,0,0,0,782
"2014-11-29 18:24:19",6,5706,379903,164894,0,0,0,0,782
"2014-11-29 18:24:29",6,5706,379903,164894,0,0,0,0,782
"2014-11-29 18:25:17",6,5706,379903,164894,0,0,0,0,782
"2014-11-29 18:25:20",6,5706,379903,164894,0,0,0,0,782
"2014-11-29 18:25:29",6,5706,379903,164894,0,0,0,0,782
"2014-11-29 18:26:19",6,6205,410018,179308,0,0,0,0,837
"2014-11-29 18:26:29",6,6205,410018,179308,0,0,0,0,837
"2014-11-29 18:27:19",6,6205,410018,179308,0,0,0,0,837
"2014-11-29 18:27:29",6,6205,410018,179308,0,0,0,0,837
"2014-11-29 18:27:39",6,6205,410018,179308,0,0,0,0,837
"2014-11-29 18:28:19",6,6205,410018,179308,0,0,0,0,837
"2014-11-29 18:28:29",6,6205,410018,179308,0,0,0,0,837
"2014-11-29 18:29:20",6,6651,438866,192569,0,0,0,0,887
"2014-11-29 18:29:29",6,6651,438866,192569,0,0,0,0,887
"2014-11-29 18:30:20",6,6651,438866,192569,0,0,0,0,887
"2014-11-29 18:30:22",6,6651,438866,192569,0,0,0,0,887
"2014-11-29 18:30:29",6,6651,438866,192569,0,0,0,0,887
"2014-11-29 18:31:20",6,6651,438866,192569,0,0,0,0,887
"2014-11-29 18:31:29",6,6651,438866,192569,0,0,0,0,887
"2014-11-29 18:32:19",6,7055,465499,205295,0,0,0,0,937
"2014-11-29 18:32:29",6,7055,465499,205295,0,0,0,0,937
"2014-11-29 18:33:20",6,7055,465499,205295,0,0,0,0,937
"2014-11-29 18:33:29",6,7055,465499,205295,0,0,0,0,937
"2014-11-29 18:34:19",6,7055,465499,205295,0,0,0,0,937
"2014-11-29 18:34:29",6,7055,465499,205295,0,0,0,0,937
"2014-11-29 18:35:20",6,7480,493203,218020,0,0,0,0,985
"2014-11-29 18:35:29",6,7480,493203,218020,0,0,0,0,985
"2014-11-29 18:36:19",6,7480,493203,218020,0,0,0,0,985
"2014-11-29 18:36:29",6,7480,493203,218020,0,0,0,0,985
"2014-11-29 18:37:19",6,7480,493203,218020,0,0,0,0,985
"2014-11-29 18:37:29",6,7480,493203,218020,0,0,0,0,985
"2014-11-29 18:37:47",6,7480,493203,218020,0,0,0,0,985
"2014-11-29 18:38:19",6,7997,525602,232266,0,0,0,0,1039
"2014-11-29 18:38:29",6,7997,525602,232266,0,0,0,0,1039
"2014-11-29 18:39:19",6,7997,525602,232266,0,0,0,0,1039
"2014-11-29 18:39:29",6,7997,525602,232266,0,0,0,0,1039
"2014-11-29 18:40:20",6,7997,525602,232266,0,0,0,0,1039
"2014-11-29 18:40:29",6,7997,525602,232266,0,0,0,0,1039
"2014-11-29 18:41:21",6,8457,558511,247187,0,0,0,0,1094
"2014-11-29 18:41:29",6,8457,558511,247187,0,0,0,0,1094
"2014-11-29 18:42:19",6,8457,558511,247187,0,0,0,0,1094
"2014-11-29 18:42:29",6,8457,558511,247187,0,0,0,0,1094
"2014-11-29 18:43:19",6,8457,558511,247187,0,0,0,0,1094
"2014-11-29 18:43:29",6,8457,558511,247187,0,0,0,0,1094
"2014-11-29 18:44:19",6,8834,584345,259915,0,0,0,0,1140
"2014-11-29 18:44:29",6,8834,584345,259915,0,0,0,0,1140
"2014-11-29 18:45:22",6,8834,584345,259915,0,0,0,0,1140
"2014-11-29 18:45:29",6,8834,584345,259915,0,0,0,0,1140
"2014-11-29 18:46:21",6,8834,584345,259915,0,0,0,0,1140
"2014-11-29 18:46:29",6,8834,584345,259915,0,0,0,0,1140
"2014-11-29 18:47:20",6,9301,614238,274530,0,0,0,0,1191
"2014-11-29 18:47:29",6,9301,614238,274530,0,0,0,0,1191
"2014-11-29 18:47:41",6,9301,614238,274530,0,0,0,0,1191
"2014-11-29 18:48:21",6,9301,614238,274530,0,0,0,0,1191
"2014-11-29 18:48:29",6,9301,614238,274530,0,0,0,0,1191
"2014-11-29 18:49:20",6,9301,614238,274530,0,0,0,0,1191
"2014-11-29 18:49:29",6,9301,614238,274530,0,0,0,0,1191
"2014-11-29 18:50:20",6,9658,637727,284474,0,0,0,0,1230
"2014-11-29 18:50:29",6,9658,637727,284474,0,0,0,0,1230
"2014-11-29 18:51:20",6,9658,637727,284474,0,0,0,0,1230
"2014-11-29 18:51:29",6,9658,637727,284474,0,0,0,0,1230
"2014-11-29 18:52:19",6,9658,637727,284474,0,0,0,0,1230
"2014-11-29 18:52:29",6,9658,637727,284474,0,0,0,0,1230
"2014-11-29 18:53:19",6,10089,668255,297623,0,0,0,0,1278
"2014-11-29 18:53:29",6,10089,668255,297623,0,0,0,0,1278
"2014-11-29 18:54:19",6,10089,668255,297623,0,0,0,0,1278
"2014-11-29 18:54:29",6,10089,668255,297623,0,0,0,0,1278
"2014-11-29 18:55:19",6,10089,668255,297623,0,0,0,0,1278
"2014-11-29 18:55:29",6,10089,668255,297623,0,0,0,0,1278
"2014-11-29 18:56:20",6,10519,700652,311859,0,0,0,0,1331
"2014-11-29 18:56:29",6,10519,700652,311859,0,0,0,0,1331
"2014-11-29 18:57:19",6,10519,700652,311859,0,0,0,0,1331
"2014-11-29 18:57:29",6,10519,700652,311859,0,0,0,0,1331
"2014-11-29 18:58:20",6,10519,700652,311859,0,0,0,0,1331
"2014-11-29 18:58:29",6,10519,700652,311859,0,0,0,0,1331
"2014-11-29 18:59:19",6,10898,725939,324374,0,0,0,0,1375
"2014-11-29 18:59:29",6,10898,725939,324374,0,0,0,0,1375
"2014-11-29 19:00:19",6,10898,725939,324374,0,0,0,0,1375
"2014-11-29 19:00:29",6,10898,725939,324374,0,0,0,0,1375
"2014-11-29 19:01:20",6,10898,725939,324374,0,0,0,0,1375
"2014-11-29 19:01:29",6,10898,725939,324374,0,0,0,0,1375
"2014-11-29 19:02:20",6,11306,753309,336735,0,0,0,0,1418
"2014-11-29 19:02:29",6,11306,753309,336735,0,0,0,0,1418
"2014-11-29 19:03:21",6,11306,753309,336735,0,0,0,0,1418
"2014-11-29 19:03:29",6,11306,753309,336735,0,0,0,0,1418
"2014-11-29 19:04:21",6,11306,753309,336735,0,0,0,0,1418
"2014-11-29 19:04:29",6,11306,753309,336735,0,0,0,0,1418
"2014-11-29 19:05:19",6,11728,780977,349710,0,0,0,0,1462
"2014-11-29 19:05:29",6,11728,780977,349710,0,0,0,0,1462
"2014-11-29 19:06:19",6,11728,780977,349710,0,0,0,0,1462
"2014-11-29 19:06:29",6,11728,780977,349710,0,0,0,0,1462
"2014-11-29 19:07:20",6,11728,780977,349710,0,0,0,0,1462
"2014-11-29 19:07:29",6,11728,780977,349710,0,0,0,0,1462
"2014-11-29 19:08:21",6,12093,804517,360512,0,0,0,0,1500
"2014-11-29 19:08:29",6,12093,804517,360512,0,0,0,0,1500
"2014-11-29 19:09:21",6,12093,804517,360512,0,0,0,0,1500
"2014-11-29 19:09:29",6,12093,804517,360512,0,0,0,0,1500
"2014-11-29 19:10:19",6,12093,804517,360512,0,0,0,0,1500
"2014-11-29 19:10:29",6,12093,804517,360512,0,0,0,0,1500
"2014-11-29 19:11:19",6,12403,824262,370341,0,0,0,0,1532
"2014-11-29 19:11:29",6,12403,824262,370341,0,0,0,0,1532
"2014-11-29 19:12:20",6,12403,824262,370341,0,0,0,0,1532
"2014-11-29 19:12:29",6,12403,824262,370341,0,0,0,0,1532
"2014-11-29 19:13:22",6,12403,824262,370341,0,0,0,0,1532
"2014-11-29 19:13:29",6,12403,824262,370341,0,0,0,0,1532
"2014-11-29 19:14:19",6,12701,844621,379395,0,0,0,0,1563
"2014-11-29 19:14:29",6,12701,844621,379395,0,0,0,0,1563
"2014-11-29 19:15:22",6,12701,844621,379395,0,0,0,0,1563
"2014-11-29 19:15:29",6,12701,844621,379395,0,0,0,0,1563
"2014-11-29 19:16:19",6,12701,844621,379395,0,0,0,0,1563
"2014-11-29 19:16:29",6,12701,844621,379395,0,0,0,0,1563
"2014-11-29 19:16:58",6,12701,844621,379395,0,0,0,0,1563
"2014-11-29 19:17:19",6,12918,860709,387546,0,0,0,0,1588
"2014-11-29 19:17:29",6,12918,860709,387546,0,0,0,0,1588
"2014-11-29 19:18:20",6,12918,860709,387546,0,0,0,0,1588
"2014-11-29 19:18:29",6,12918,860709,387546,0,0,0,0,1588
"2014-11-29 19:19:19",6,12918,860709,387546,0,0,0,0,1588
"2014-11-29 19:19:20",6,12918,860709,387546,0,0,0,0,1588
"2014-11-29 19:19:29",6,12918,860709,387546,0,0,0,0,1588
"2014-11-29 19:20:19",6,13154,875566,394760,0,0,0,0,1612
"2014-11-29 19:20:21",6,13154,875566,394760,0,0,0,0,1612
"2014-11-29 19:20:29",6,13154,875566,394760,0,0,0,0,1612
"2014-11-29 19:21:19",6,13154,875566,394760,0,0,0,0,1612
"2014-11-29 19:21:29",6,13154,875566,394760,0,0,0,0,1612
"2014-11-29 19:22:20",6,13154,875566,394760,0,0,0,0,1612
"2014-11-29 19:22:29",6,13154,875566,394760,0,0,0,0,1612
"2014-11-29 19:23:19",6,13401,891065,402103,0,0,0,0,1636
"2014-11-29 19:23:29",6,13401,891065,402103,0,0,0,0,1636
"2014-11-29 19:24:19",6,13401,891065,402103,0,0,0,0,1636
"2014-11-29 19:24:29",6,13401,891065,402103,0,0,0,0,1636
"2014-11-29 19:25:19",6,13401,891065,402103,0,0,0,0,1636
"2014-11-29 19:25:29",6,13401,891065,402103,0,0,0,0,1636
"2014-11-29 19:26:19",6,13561,902430,407069,0,0,0,0,1653
"2014-11-29 19:26:29",6,13561,902430,407069,0,0,0,0,1653
"2014-11-29 19:27:19",6,13561,902430,407069,0,0,0,0,1653
"2014-11-29 19:27:29",6,13561,902430,407069,0,0,0,0,1653
"2014-11-29 19:28:19",6,13561,902430,407069,0,0,0,0,1653
"2014-11-29 19:28:29",6,13561,902430,407069,0,0,0,0,1653
"2014-11-29 19:29:19",6,13802,918802,414670,0,0,0,0,1677
"2014-11-29 19:29:29",6,13802,918802,414670,0,0,0,0,1677
"2014-11-29 19:30:19",6,13802,918802,414670,0,0,0,0,1677
"2014-11-29 19:30:29",6,13802,918802,414670,0,0,0,0,1677
"2014-11-29 19:31:19",6,13802,918802,414670,0,0,0,0,1677
"2014-11-29 19:31:29",6,13802,918802,414670,0,0,0,0,1677
"2014-11-29 19:32:19",6,13981,928917,420583,0,0,0,0,1692
"2014-11-29 19:32:29",6,13981,928917,420583,0,0,0,0,1692
"2014-11-29 19:32:52",6,13981,928917,420583,0,0,0,0,1692
"2014-11-29 19:33:19",6,13981,928917,420583,0,0,0,0,1692
"2014-11-29 19:33:29",6,13981,928917,420583,0,0,0,0,1692
"2014-11-29 19:34:19",6,13981,928917,420583,0,0,0,0,1692
"2014-11-29 19:34:29",6,13981,928917,420583,0,0,0,0,1692
"2014-11-29 19:35:19",6,14092,937742,424265,0,0,0,0,1704
"2014-11-29 19:35:29",6,14092,937742,424265,0,0,0,0,1704
"2014-11-29 19:36:19",6,14092,937742,424265,0,0,0,0,1704
"2014-11-29 19:36:29",6,14092,937742,424265,0,0,0,0,1704
"2014-11-29 19:37:19",6,14092,937742,424265,0,0,0,0,1704
"2014-11-29 19:37:29",6,14092,937742,424265,0,0,0,0,1704
"2014-11-29 19:37:56",6,14092,937742,424265,0,0,0,0,1704
"2014-11-29 19:38:19",6,14208,945123,427546,0,0,0,0,1715
"2014-11-29 19:38:29",6,14208,945123,427546,0,0,0,0,1715
"2014-11-29 19:39:19",6,14208,945123,427546,0,0,0,0,1715
"2014-11-29 19:39:29",6,14208,945123,427546,0,0,0,0,1715
"2014-11-29 19:40:19",6,14208,945123,427546,0,0,0,0,1715
"2014-11-29 19:40:29",6,14208,945123,427546,0,0,0,0,1715
"2014-11-29 19:41:19",6,14283,951412,430851,0,0,0,0,1725
"2014-11-29 19:41:29",6,14283,951412,430851,0,0,0,0,1725
"2014-11-29 19:42:19",6,14283,951412,430851,0,0,0,0,1725
"2014-11-29 19:42:29",6,14283,951412,430851,0,0,0,0,1725
"2014-11-29 19:43:19",6,14283,951412,430851,0,0,0,0,1725
"2014-11-29 19:43:29",6,14283,951412,430851,0,0,0,0,1725
"2014-11-29 19:44:19",6,14369,957481,433414,0,0,0,0,1734
"2014-11-29 19:45:19",6,14369,957481,433414,0,0,0,0,1734
"2014-11-29 19:46:19",6,14369,957481,433414,0,0,0,0,1734
"2014-11-29 19:47:19",6,14447,962041,435697,0,0,0,0,1741
"2014-11-29 19:48:19",6,14447,962041,435697,0,0,0,0,1741
"2014-11-29 19:49:19",6,14447,962041,435697,0,0,0,0,1741
"2014-11-29 19:50:19",6,14511,965648,437701,0,0,0,0,1747
"2014-11-29 19:52:19",6,14511,965648,437701,0,0,0,0,1747
"2014-11-29 19:53:19",6,14612,972570,440582,0,0,0,0,1758
"2014-11-29 19:53:41",6,14612,972570,440582,0,0,0,0,1758
"2014-11-29 19:54:19",6,14612,972570,440582,0,0,0,0,1758
"2014-11-29 19:55:19",6,14612,972570,440582,0,0,0,0,1758
"2014-11-29 19:56:19",6,14677,975624,442114,0,0,0,0,1763
"2014-11-29 19:57:19",6,14677,975624,442114,0,0,0,0,1763
"2014-11-29 19:58:19",6,14677,975624,442114,0,0,0,0,1763
"2014-11-29 19:59:19",6,14708,978493,443350,0,0,0,0,1767
"2014-11-29 20:00:19",6,14708,978493,443350,0,0,0,0,1767
"2014-11-29 20:01:19",6,14708,978493,443350,0,0,0,0,1767
"2014-11-29 20:02:19",6,14738,980631,444050,0,0,0,0,1770
"2014-11-29 20:03:19",6,14738,980631,444050,0,0,0,0,1770
"2014-11-29 20:03:49",6,14738,980631,444050,0,0,0,0,1770
"2014-11-29 20:04:19",6,14738,980631,444050,0,0,0,0,1770
"2014-11-29 20:05:19",6,14747,981207,444351,0,0,0,0,1771
"2014-11-29 20:06:19",6,14747,981207,444351,0,0,0,0,1771
"2014-11-29 20:07:19",6,14747,981207,444351,0,0,0,0,1771
"2014-11-29 20:08:19",6,14798,985822,446208,0,0,0,0,1777
"2014-11-29 20:09:21",6,14798,985822,446208,0,0,0,0,1777
"2014-11-29 20:10:19",6,14798,985822,446208,0,0,0,0,1777
"2014-11-29 20:11:19",6,14798,985822,446208,0,0,0,0,1777
"2014-11-29 20:12:19",6,14798,985822,446208,0,0,0,0,1777
"2014-11-29 20:13:20",6,14798,985822,446208,0,0,0,0,1777
"2014-11-29 20:14:21",6,14819,987284,446858,0,0,0,0,1779
"2014-11-29 20:15:20",6,14819,987284,446858,0,0,0,0,1779
"2014-11-29 20:15:39",6,14819,987284,446858,0,0,0,0,1779
"2014-11-29 20:16:20",6,14819,987284,446858,0,0,0,0,1779
"2014-11-29 20:17:20",6,14832,988561,447696,0,0,0,0,1782
"2014-11-29 20:18:19",6,14832,988561,447696,0,0,0,0,1782
"2014-11-29 20:19:19",6,14832,988561,447696,0,0,0,0,1782
"2014-11-29 20:20:19",6,14832,988561,447696,0,0,0,0,1782
"2014-11-29 20:21:19",6,14832,988561,447696,0,0,0,0,1782
"2014-11-29 20:22:03",6,14832,988561,447696,0,0,0,0,1782
"2014-11-29 20:22:19",6,14832,988561,447696,0,0,0,0,1782
"2014-11-29 20:23:04",6,14832,988561,447696,0,0,0,0,1782
"2014-11-29 20:23:19",6,14832,988561,447696,0,0,0,0,1782
"2014-11-29 20:24:05",6,14832,988561,447696,0,0,0,0,1782
