"time","area","vote1","vote2","vote3","vote4","vote5","vote6","vote7","open"
"2014-11-29 19:21:34",5,595479,218710,0,0,0,0,0,1151
"2014-11-29 19:22:43",5,595479,218710,0,0,0,0,0,1151
"2014-11-29 19:23:34",5,604208,222037,0,0,0,0,0,1163
"2014-11-29 19:24:34",5,604208,222037,0,0,0,0,0,1163
"2014-11-29 19:25:34",5,604208,222037,0,0,0,0,0,1163
"2014-11-29 19:26:34",5,611605,225535,0,0,0,0,0,1174
"2014-11-29 19:27:34",5,611605,225535,0,0,0,0,0,1174
"2014-11-29 19:28:34",5,611605,225535,0,0,0,0,0,1174
"2014-11-29 19:30:34",5,617536,227884,0,0,0,0,0,1182
"2014-11-29 19:32:34",5,622242,229512,0,0,0,0,0,1188
"2014-11-29 19:33:34",5,622242,229512,0,0,0,0,0,1188
"2014-11-29 19:34:34",5,622242,229512,0,0,0,0,0,1188
"2014-11-29 19:36:34",5,628264,232453,0,0,0,0,0,1197
"2014-11-29 19:36:35",5,628264,232453,0,0,0,0,0,1197
"2014-11-29 19:37:34",5,628264,232453,0,0,0,0,0,1197
"2014-11-29 19:38:34",5,635504,234983,0,0,0,0,0,1206
"2014-11-29 19:39:34",5,635504,234983,0,0,0,0,0,1206
"2014-11-29 19:40:34",5,635504,234983,0,0,0,0,0,1206
"2014-11-29 19:41:34",5,643927,238624,0,0,0,0,0,1219
"2014-11-29 19:42:34",5,643927,238624,0,0,0,0,0,1219
"2014-11-29 19:43:34",5,643927,238624,0,0,0,0,0,1219
"2014-11-29 19:44:34",5,650564,241119,0,0,0,0,0,1229
"2014-11-29 19:45:34",5,650564,241119,0,0,0,0,0,1229
"2014-11-29 19:46:34",5,650564,241119,0,0,0,0,0,1229
"2014-11-29 19:47:34",5,654958,242727,0,0,0,0,0,1235
"2014-11-29 19:48:34",5,654958,242727,0,0,0,0,0,1235
"2014-11-29 19:49:34",5,654958,242727,0,0,0,0,0,1235
"2014-11-29 19:50:34",5,661868,245512,0,0,0,0,0,1244
"2014-11-29 19:51:34",5,661868,245512,0,0,0,0,0,1244
"2014-11-29 19:53:34",5,665420,247045,0,0,0,0,0,1249
"2014-11-29 19:54:34",5,665420,247045,0,0,0,0,0,1249
"2014-11-29 19:55:34",5,665420,247045,0,0,0,0,0,1249
"2014-11-29 19:56:34",5,671256,249220,0,0,0,0,0,1256
"2014-11-29 19:57:24",5,671256,249220,0,0,0,0,0,1256
"2014-11-29 19:57:34",5,671256,249220,0,0,0,0,0,1256
"2014-11-29 19:58:34",5,671256,249220,0,0,0,0,0,1256
"2014-11-29 19:59:34",5,676693,251028,0,0,0,0,0,1263
"2014-11-29 20:00:34",5,676693,251028,0,0,0,0,0,1263
"2014-11-29 20:01:34",5,676693,251028,0,0,0,0,0,1263
"2014-11-29 20:02:34",5,680574,252312,0,0,0,0,0,1268
"2014-11-29 20:03:34",5,680574,252312,0,0,0,0,0,1268
"2014-11-29 20:04:34",5,680574,252312,0,0,0,0,0,1268
"2014-11-29 20:06:34",5,683681,253166,0,0,0,0,0,1271
"2014-11-29 20:07:34",5,683681,253166,0,0,0,0,0,1271
"2014-11-29 20:09:35",5,687691,254648,0,0,0,0,0,1277
"2014-11-29 20:10:36",5,687691,254648,0,0,0,0,0,1277
"2014-11-29 20:14:18",5,694942,258132,0,0,0,0,0,1288
"2014-11-29 20:15:34",5,694942,258132,0,0,0,0,0,1288
"2014-11-29 20:17:34",5,698834,260012,0,0,0,0,0,1294
"2014-11-29 20:18:01",5,698834,260012,0,0,0,0,0,1294
"2014-11-29 20:18:34",5,698834,260012,0,0,0,0,0,1294
"2014-11-29 20:19:21",5,698834,260012,0,0,0,0,0,1294
"2014-11-29 20:19:36",5,698834,260012,0,0,0,0,0,1294
"2014-11-29 20:20:34",5,700570,260710,0,0,0,0,0,1297
"2014-11-29 20:20:42",5,700570,260710,0,0,0,0,0,1297
"2014-11-29 20:24:36",5,700951,260966,0,0,0,0,0,1298
"2014-11-29 20:25:34",5,700951,260966,0,0,0,0,0,1298
"2014-11-29 20:26:34",5,704362,262082,0,0,0,0,0,1302
"2014-11-29 20:27:34",5,704362,262082,0,0,0,0,0,1302
"2014-11-29 20:28:38",5,704362,262082,0,0,0,0,0,1302
"2014-11-29 20:29:34",5,705344,262290,0,0,0,0,0,1303
"2014-11-29 20:30:34",5,705344,262290,0,0,0,0,0,1303
"2014-11-29 20:31:34",5,705344,262290,0,0,0,0,0,1303
"2014-11-29 20:32:41",5,707170,263089,0,0,0,0,0,1305
"2014-11-29 20:37:39",5,708144,263362,0,0,0,0,0,1306
"2014-11-29 20:38:34",5,708144,263362,0,0,0,0,0,1306
"2014-11-29 20:39:34",5,708144,263362,0,0,0,0,0,1306
"2014-11-29 20:40:34",5,708144,263362,0,0,0,0,0,1306
"2014-11-29 20:42:44",5,708144,263362,0,0,0,0,0,1306
"2014-11-29 20:43:45",5,708144,263362,0,0,0,0,0,1306
"2014-11-29 20:44:34",5,710646,264253,0,0,0,0,0,1309
"2014-11-29 20:45:34",5,710646,264253,0,0,0,0,0,1309
"2014-11-29 20:45:47",5,710646,264253,0,0,0,0,0,1309
"2014-11-29 20:49:34",5,710646,264253,0,0,0,0,0,1309
"2014-11-29 20:53:55",5,710646,264253,0,0,0,0,0,1309
"2014-11-29 20:54:56",5,710646,264253,0,0,0,0,0,1309
"2014-11-29 20:55:57",5,710646,264253,0,0,0,0,0,1309
"2014-11-29 20:56:58",5,711557,264536,0,0,0,0,0,1310
